      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:01.566      401     N    0    1    0
    0:02.328      596     N    0    1    0
    0:03.117      798     N    0    1    0
    0:03.852      986     N    0    1    0
    0:04.590     1175     N    0    1    0
    0:05.328     1364     N    0    1    0
    0:06.047     1548     N    0    1    0
    0:06.746     1727     N    0    1    0
    0:07.453     1908     N    0    1    0
    0:08.156     2088     N    0    1    0
    0:08.871     2271     N    0    1    0
    0:09.547     2444     N    0    1    0
    0:10.266     2628     N    0    1    0
    0:11.043     2827     N    0    1    0
    0:11.863     3037     N    0    1    0
    0:12.637     3235     N    0    1    0
    0:13.563     3472     N    0    1    0
    0:14.113     3613     N    0    1    0
    0:15.328     3924     N    0    1    0
    0:16.230     4155     N    0    1    0
    0:17.160     4393     N    0    1    0
    0:17.918     4587     N    0    1    0
    0:18.438     4720     N    0    1    0
    0:18.844     4824     N    0    1    0
    0:19.676     5037     N    0    1    0
    0:20.453     5236     N    0    1    0
    0:21.250     5440     N    0    1    0
    0:22.059     5647     N    0    1    0
    0:22.844     5848     N    0    1    0
    0:23.602     6042     N    0    1    0
    0:24.379     6241     N    0    1    0
    0:25.238     6461     N    0    1    0
    0:26.137     6691     N    0    1    0
    0:26.980     6907     N    0    1    0
    0:27.785     7113     N    0    1    0
    0:28.641     7332     N    0    1    0
    0:29.547     7564     N    0    1    0
    0:30.371     7775     N    0    1    0
    0:31.168     7979     N    0    1    0
    0:31.961     8182     N    0    1    0
    0:32.809     8399     N    0    1    0
    0:33.602     8602     N    0    1    0
    0:34.438     8816     N    0    1    0
    0:35.328     9044     N    0    1    0
    0:36.152     9255     N    0    1    0
    0:36.922     9452     N    0    1    0
    0:37.703     9652     N    0    1    0
    0:38.500     9856     N    0    1    0
    0:39.254    10049     N    0    1    0
    0:40.016    10244     N    0    1    0
    0:40.852    10458     N    0    1    0
    0:41.754    10689     N    0    1    0
    0:42.563    10896     N    0    1    0
    0:43.391    11108     N    0    1    0
    0:44.238    11325     N    0    1    0
    0:45.043    11531     N    0    1    0
    0:45.809    11727     N    0    1    0
    0:46.625    11936     N    0    1    0
    0:47.480    12155     N    0    1    0
    0:48.270    12357     N    0    1    0
    0:49.066    12561     N    0    1    0
    0:49.941    12785     N    0    1    0
    0:50.855    13019     N    0    1    0
    0:51.707    13237     N    0    1    0
    0:52.559    13455     N    0    1    0
    0:53.426    13677     N    0    1    0
    0:54.266    13892     N    0    1    0
    0:55.051    14093     N    0    1    0
    0:55.844    14296     N    0    1    0
    0:56.656    14504     N    0    1    0
    0:57.406    14696     N    0    1    0
    0:58.184    14895     N    0    1    0
    0:59.008    15106     N    0    1    0
    0:59.805    15310     N    0    1    0
    1:00.563    15504     N    0    1    0
    1:01.328    15700     N    0    1    0
    1:02.129    15905     N    0    1    0
    1:02.887    16099     N    0    1    0
    1:03.660    16297     N    0    1    0
    1:04.496    16511     N    0    1    0
    1:05.340    16727     N    0    1    0
    1:06.137    16931     N    0    1    0
    1:06.965    17143     N    0    1    0
    1:07.805    17358     N    0    1    0
    1:08.621    17567     N    0    1    0
    1:09.383    17762     N    0    1    0
    1:10.160    17961     N    0    1    0
    1:10.938    18160     N    0    1    0
    1:11.707    18357     N    0    1    0
    1:12.438    18544     N    0    1    0
    1:13.250    18752     N    0    1    0
    1:14.117    18974     N    0    1    0
    1:14.977    19194     N    0    1    0
    1:15.781    19400     N    0    1    0
    1:16.613    19613     N    0    1    0
    1:17.469    19832     N    0    1    0
    1:18.297    20044     N    0    1    0
    1:19.133    20258     N    0    1    0
    1:19.949    20467     N    0    1    0
    1:20.715    20663     N    0    1    0
    1:21.496    20863     N    0    1    0
    1:22.324    21075     N    0    1    0
    1:23.113    21277     N    0    1    0
    1:23.883    21474     N    0    1    0
    1:24.754    21697     N    0    1    0
    1:25.629    21921     N    0    1    0
    1:26.441    22129     N    0    1    0
    1:27.285    22345     N    0    1    0
    1:28.133    22562     N    0    1    0
    1:28.934    22767     N    0    1    0
    1:29.699    22963     N    0    1    0
    1:30.461    23158     N    0    1    0
    1:31.227    23354     N    0    1    0
    1:32.078    23572     N    0    1    0
    1:32.664    23722     N    0    1    0
    1:33.410    23913     N    0    1    0
    1:34.207    24117     N    0    1    0
    1:34.969    24312     N    0    1    0
    1:35.719    24504     N    0    1    0
    1:36.555    24718     N    0    1    0
    1:37.438    24944     N    0    1    0
    1:38.246    25151     N    0    1    0
    1:39.059    25359     N    0    1    0
    1:39.879    25569     N    0    1    0
    1:40.637    25763     N    0    1    0
    1:41.406    25960     N    0    1    0
    1:42.215    26167     N    0    1    0
    1:43.012    26371     N    0    1    0
    1:43.758    26562     N    0    1    0
    1:44.527    26759     N    0    1    0
    1:45.316    26961     N    0    1    0
    1:46.066    27153     N    0    1    0
    1:46.773    27334     N    0    1    0
    1:47.539    27530     N    0    1    0
    1:48.367    27742     N    0    1    0
    1:49.156    27944     N    0    1    0
    1:49.922    28140     N    0    1    0
    1:50.738    28349     N    0    1    0
    1:51.570    28562     N    0    1    0
    1:52.352    28762     N    0    1    0
    1:53.164    28970     N    0    1    0
    1:54.004    29185     N    0    1    0
    1:54.840    29399     N    0    1    0
    1:55.602    29594     N    0    1    0
    1:56.371    29791     N    0    1    0
