      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:00.855      219     N    0    1    0
    0:01.219      312     N    0    1    0
    0:01.555      398     N    0    1    0
    0:01.863      477     N    0    1    0
    0:02.219      568     N    0    1    0
    0:02.531      648     N    0    1    0
    0:02.871      735     N    0    1    0
    0:03.223      825     N    0    1    0
    0:03.523      902     N    0    1    0
    0:03.867      990     N    0    1    0
    0:04.203     1076     N    0    1    0
    0:04.594     1176     N    0    1    0
    0:04.883     1250     N    0    1    0
    0:05.215     1335     N    0    1    0
    0:05.555     1422     N    0    1    0
    0:05.934     1519     N    0    1    0
    0:06.309     1615     N    0    1    0
    0:06.605     1691     N    0    1    0
    0:06.977     1786     N    0    1    0
    0:07.371     1887     N    0    1    0
    0:07.645     1957     N    0    1    0
    0:07.992     2046     N    0    1    0
    0:08.297     2124     N    0    1    0
    0:08.664     2218     N    0    1    0
    0:08.980     2299     N    0    1    0
    0:09.324     2387     N    0    1    0
    0:09.656     2472     N    0    1    0
    0:10.063     2576     N    0    1    0
    0:10.340     2647     N    0    1    0
    0:10.625     2720     N    0    1    0
    0:11.031     2824     N    0    1    0
    0:11.367     2910     N    0    1    0
    0:11.703     2996     N    0    1    0
    0:12.066     3089     N    0    1    0
    0:12.449     3187     N    0    1    0
    0:12.734     3260     N    0    1    0
    0:13.125     3360     N    0    1    0
    0:13.387     3427     N    0    1    0
    0:13.797     3532     N    0    1    0
    0:14.082     3605     N    0    1    0
    0:14.402     3687     N    0    1    0
    0:14.746     3775     N    0    1    0
    0:15.074     3859     N    0    1    0
    0:15.449     3955     N    0    1    0
    0:15.754     4033     N    0    1    0
    0:16.109     4124     N    0    1    0
    0:16.418     4203     N    0    1    0
    0:16.770     4293     N    0    1    0
    0:17.098     4377     N    0    1    0
    0:17.504     4481     N    0    1    0
    0:17.813     4560     N    0    1    0
    0:18.145     4645     N    0    1    0
    0:18.449     4723     N    0    1    0
    0:18.797     4812     N    0    1    0
    0:19.129     4897     N    0    1    0
    0:19.477     4986     N    0    1    0
    0:19.797     5068     N    0    1    0
    0:20.156     5160     N    0    1    0
    0:20.496     5247     N    0    1    0
    0:20.809     5327     N    0    1    0
    0:21.148     5414     N    0    1    0
    0:21.473     5497     N    0    1    0
    0:21.805     5582     N    0    1    0
    0:22.141     5668     N    0    1    0
    0:22.480     5755     N    0    1    0
    0:22.836     5846     N    0    1    0
    0:23.156     5928     N    0    1    0
    0:23.605     6043     N    0    1    0
    0:23.836     6102     N    0    1    0
    0:24.219     6200     N    0    1    0
    0:24.516     6276     N    0    1    0
    0:24.844     6360     N    0    1    0
    0:25.195     6450     N    0    1    0
    0:25.520     6533     N    0    1    0
    0:25.863     6621     N    0    1    0
    0:26.246     6719     N    0    1    0
    0:26.559     6799     N    0    1    0
    0:26.883     6882     N    0    1    0
    0:27.297     6988     N    0    1    0
    0:27.559     7055     N    0    1    0
    0:27.898     7142     N    0    1    0
    0:28.234     7228     N    0    1    0
    0:28.578     7316     N    0    1    0
    0:28.914     7402     N    0    1    0
    0:29.320     7506     N    0    1    0
    0:29.586     7574     N    0    1    0
    0:29.922     7660     N    0    1    0
    0:30.277     7751     N    0    1    0
    0:30.613     7837     N    0    1    0
    0:30.980     7931     N    0    1    0
    0:31.387     8035     N    0    1    0
    0:31.664     8106     N    0    1    0
    0:32.027     8199     N    0    1    0
    0:32.348     8281     N    0    1    0
    0:32.715     8375     N    0    1    0
    0:33.070     8466     N    0    1    0
    0:33.414     8554     N    0    1    0
    0:33.754     8641     N    0    1    0
    0:34.082     8725     N    0    1    0
    0:34.777     8903     N    0    1    0
    0:35.094     8984     N    0    1    0
    0:35.422     9068     N    0    1    0
    0:35.781     9160     N    0    1    0
    0:36.102     9242     N    0    1    0
    0:36.461     9334     N    0    1    0
    0:36.609     9372     N    0    1    0
    0:36.883     9442     N    0    1    0
    0:37.152     9511     N    0    1    0
    0:37.559     9615     N    0    1    0
    0:37.836     9686     N    0    1    0
    0:38.238     9789     N    0    1    0
    0:38.520     9861     N    0    1    0
    0:38.914     9962     N    0    1    0
    0:39.129    10017     N    0    1    0
    0:39.508    10114     N    0    1    0
    0:39.855    10203     N    0    1    0
    0:40.180    10286     N    0    1    0
    0:40.535    10377     N    0    1    0
    0:40.879    10465     N    0    1    0
    0:41.258    10562     N    0    1    0
    0:41.563    10640     N    0    1    0
    0:41.918    10731     N    0    1    0
    0:42.313    10832     N    0    1    0
    0:42.648    10918     N    0    1    0
    0:42.918    10987     N    0    1    0
    0:43.285    11081     N    0    1    0
    0:43.660    11177     N    0    1    0
    0:43.938    11248     N    0    1    0
    0:44.273    11334     N    0    1    0
    0:44.613    11421     N    0    1    0
    0:44.941    11505     N    0    1    0
    0:45.313    11600     N    0    1    0
    0:45.707    11701     N    0    1    0
    0:45.973    11769     N    0    1    0
    0:46.305    11854     N    0    1    0
    0:46.637    11939     N    0    1    0
    0:46.980    12027     N    0    1    0
    0:47.348    12121     N    0    1    0
    0:47.656    12200     N    0    1    0
    0:47.996    12287     N    0    1    0
    0:48.336    12374     N    0    1    0
    0:48.691    12465     N    0    1    0
    0:49.008    12546     N    0    1    0
    0:49.344    12632     N    0    1    0
    0:49.668    12715     N    0    1    0
