      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:00.563      144     N    0    1    0
    0:01.242      318     N    0    1    0
    0:01.926      493     N    0    1    0
    0:02.563      656     N    0    1    0
    0:03.223      825     N    0    1    0
    0:03.867      990     N    0    1    0
    0:04.508     1154     N    0    1    0
    0:05.160     1321     N    0    1    0
    0:05.793     1483     N    0    1    0
    0:06.434     1647     N    0    1    0
    0:07.078     1812     N    0    1    0
    0:07.730     1979     N    0    1    0
    0:08.398     2150     N    0    1    0
    0:09.031     2312     N    0    1    0
    0:09.691     2481     N    0    1    0
    0:10.352     2650     N    0    1    0
    0:10.980     2811     N    0    1    0
    0:11.641     2980     N    0    1    0
    0:12.277     3143     N    0    1    0
    0:12.898     3302     N    0    1    0
    0:13.523     3462     N    0    1    0
    0:14.113     3613     N    0    1    0
    0:14.730     3771     N    0    1    0
    0:15.363     3933     N    0    1    0
    0:15.984     4092     N    0    1    0
    0:16.602     4250     N    0    1    0
    0:17.223     4409     N    0    1    0
    0:17.848     4569     N    0    1    0
    0:18.469     4728     N    0    1    0
    0:19.105     4891     N    0    1    0
    0:19.730     5051     N    0    1    0
    0:20.344     5208     N    0    1    0
    0:20.988     5373     N    0    1    0
    0:21.645     5541     N    0    1    0
    0:22.313     5712     N    0    1    0
    0:22.973     5881     N    0    1    0
    0:23.613     6045     N    0    1    0
    0:24.258     6210     N    0    1    0
    0:24.902     6375     N    0    1    0
    0:25.539     6538     N    0    1    0
    0:26.402     6759     N    0    1    0
    0:27.395     7013     N    0    1    0
    0:28.020     7173     N    0    1    0
    0:28.641     7332     N    0    1    0
    0:29.234     7484     N    0    1    0
    0:29.852     7642     N    0    1    0
    0:30.465     7799     N    0    1    0
    0:31.094     7960     N    0    1    0
    0:31.953     8180     N    0    1    0
    0:32.359     8284     N    0    1    0
    0:33.000     8448     N    0    1    0
    0:33.641     8612     N    0    1    0
    0:34.258     8770     N    0    1    0
    0:34.891     8932     N    0    1    0
    0:35.512     9091     N    0    1    0
    0:36.125     9248     N    0    1    0
    0:36.727     9402     N    0    1    0
    0:37.316     9553     N    0    1    0
    0:37.898     9702     N    0    1    0
    0:38.488     9853     N    0    1    0
    0:39.074    10003     N    0    1    0
    0:39.664    10154     N    0    1    0
    0:40.250    10304     N    0    1    0
    0:40.828    10452     N    0    1    0
    0:41.434    10607     N    0    1    0
    0:42.035    10761     N    0    1    0
    0:42.668    10923     N    0    1    0
    0:43.273    11078     N    0    1    0
    0:43.879    11233     N    0    1    0
    0:44.488    11389     N    0    1    0
    0:45.109    11548     N    0    1    0
    0:45.727    11706     N    0    1    0
    0:46.313    11856     N    0    1    0
    0:46.918    12011     N    0    1    0
    0:47.516    12164     N    0    1    0
    0:48.129    12321     N    0    1    0
    0:48.738    12477     N    0    1    0
    0:49.340    12631     N    0    1    0
    0:49.949    12787     N    0    1    0
    0:50.555    12942     N    0    1    0
    0:51.168    13099     N    0    1    0
    0:51.773    13254     N    0    1    0
    0:52.355    13403     N    0    1    0
    0:52.961    13558     N    0    1    0
    0:53.555    13710     N    0    1    0
    0:54.141    13860     N    0    1    0
    0:54.746    14015     N    0    1    0
    0:55.348    14169     N    0    1    0
    0:55.941    14321     N    0    1    0
    0:56.523    14470     N    0    1    0
    0:57.102    14618     N    0    1    0
    0:57.684    14767     N    0    1    0
    0:58.273    14918     N    0    1    0
    0:58.844    15064     N    0    1    0
    0:59.410    15209     N    0    1    0
    0:59.918    15339     N    0    1    0
    1:00.574    15507     N    0    1    0
    1:01.133    15650     N    0    1    0
    1:01.707    15797     N    0    1    0
    1:02.258    15938     N    0    1    0
    1:02.836    16086     N    0    1    0
    1:03.402    16231     N    0    1    0
    1:03.969    16376     N    0    1    0
    1:04.527    16519     N    0    1    0
    1:05.074    16659     N    0    1    0
    1:05.637    16803     N    0    1    0
    1:06.207    16949     N    0    1    0
    1:06.781    17096     N    0    1    0
    1:07.348    17241     N    0    1    0
    1:07.914    17386     N    0    1    0
    1:08.461    17526     N    0    1    0
    1:09.027    17671     N    0    1    0
    1:09.574    17811     N    0    1    0
    1:10.113    17949     N    0    1    0
    1:10.672    18092     N    0    1    0
    1:11.215    18231     N    0    1    0
    1:11.746    18367     N    0    1    0
    1:12.293    18507     N    0    1    0
    1:12.832    18645     N    0    1    0
    1:13.379    18785     N    0    1    0
    1:13.934    18927     N    0    1    0
    1:14.484    19068     N    0    1    0
    1:15.023    19206     N    0    1    0
    1:15.570    19346     N    0    1    0
    1:16.133    19490     N    0    1    0
    1:16.688    19632     N    0    1    0
    1:17.230    19771     N    0    1    0
    1:17.785    19913     N    0    1    0
    1:18.336    20054     N    0    1    0
    1:18.895    20197     N    0    1    0
    1:19.453    20340     N    0    1    0
    1:20.012    20483     N    0    1    0
    1:20.563    20624     N    0    1    0
    1:21.137    20771     N    0    1    0
    1:21.703    20916     N    0    1    0
    1:22.277    21063     N    0    1    0
    1:22.855    21211     N    0    1    0
    1:23.426    21357     N    0    1    0
    1:24.004    21505     N    0    1    0
    1:24.586    21654     N    0    1    0
    1:25.160    21801     N    0    1    0
    1:25.730    21947     N    0    1    0
    1:26.852    22234     N    0    1    0
    1:27.406    22376     N    0    1    0
    1:27.969    22520     N    0    1    0
