      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:00.336       86     N    0    1    0
    0:00.965      247     N    0    1    0
    0:01.582      405     N    0    1    0
    0:02.207      565     N    0    1    0
    0:02.855      731     N    0    1    0
    0:03.504      897     N    0    1    0
    0:04.121     1055     N    0    1    0
    0:04.773     1222     N    0    1    0
    0:05.410     1385     N    0    1    0
    0:06.027     1543     N    0    1    0
    0:06.656     1704     N    0    1    0
    0:07.262     1859     N    0    1    0
    0:07.902     2023     N    0    1    0
    0:08.523     2182     N    0    1    0
    0:09.156     2344     N    0    1    0
    0:09.805     2510     N    0    1    0
    0:10.449     2675     N    0    1    0
    0:11.113     2845     N    0    1    0
    0:11.762     3011     N    0    1    0
    0:12.398     3174     N    0    1    0
    0:13.000     3328     N    0    1    0
    0:13.602     3482     N    0    1    0
    0:14.219     3640     N    0    1    0
    0:14.828     3796     N    0    1    0
    0:15.441     3953     N    0    1    0
    0:16.070     4114     N    0    1    0
    0:16.711     4278     N    0    1    0
    0:17.336     4438     N    0    1    0
    0:17.953     4596     N    0    1    0
    0:18.602     4762     N    0    1    0
    0:19.223     4921     N    0    1    0
    0:19.836     5078     N    0    1    0
    0:20.484     5244     N    0    1    0
    0:21.133     5410     N    0    1    0
    0:21.801     5581     N    0    1    0
    0:22.469     5752     N    0    1    0
    0:23.105     5915     N    0    1    0
    0:23.969     6136     N    0    1    0
    0:24.363     6237     N    0    1    0
    0:25.000     6400     N    0    1    0
    0:25.609     6556     N    0    1    0
    0:26.223     6713     N    0    1    0
    0:26.824     6867     N    0    1    0
    0:27.426     7021     N    0    1    0
    0:28.020     7173     N    0    1    0
    0:28.602     7322     N    0    1    0
    0:29.199     7475     N    0    1    0
    0:29.793     7627     N    0    1    0
    0:30.379     7777     N    0    1    0
    0:30.945     7922     N    0    1    0
    0:31.512     8067     N    0    1    0
    0:32.082     8213     N    0    1    0
    0:32.652     8359     N    0    1    0
    0:33.230     8507     N    0    1    0
    0:33.797     8652     N    0    1    0
    0:34.363     8797     N    0    1    0
    0:34.941     8945     N    0    1    0
    0:35.523     9094     N    0    1    0
    0:36.113     9245     N    0    1    0
    0:36.691     9393     N    0    1    0
    0:37.258     9538     N    0    1    0
    0:37.816     9681     N    0    1    0
    0:38.379     9825     N    0    1    0
    0:38.926     9965     N    0    1    0
    0:39.496    10111     N    0    1    0
    0:40.051    10253     N    0    1    0
    0:40.629    10401     N    0    1    0
    0:41.207    10549     N    0    1    0
    0:41.770    10693     N    0    1    0
    0:42.332    10837     N    0    1    0
    0:42.906    10984     N    0    1    0
    0:43.473    11129     N    0    1    0
    0:44.023    11270     N    0    1    0
    0:44.578    11412     N    0    1    0
    0:45.156    11560     N    0    1    0
    0:45.730    11707     N    0    1    0
    0:46.301    11853     N    0    1    0
    0:46.887    12003     N    0    1    0
    0:47.457    12149     N    0    1    0
    0:48.027    12295     N    0    1    0
    0:48.609    12444     N    0    1    0
    0:49.203    12596     N    0    1    0
    0:49.793    12747     N    0    1    0
    0:50.363    12893     N    0    1    0
    0:50.957    13045     N    0    1    0
    0:51.535    13193     N    0    1    0
    0:52.102    13338     N    0    1    0
    0:52.672    13484     N    0    1    0
    0:53.234    13628     N    0    1    0
    0:53.797    13772     N    0    1    0
    0:54.355    13915     N    0    1    0
    0:54.906    14056     N    0    1    0
    0:55.469    14200     N    0    1    0
    0:56.027    14343     N    0    1    0
    0:56.586    14486     N    0    1    0
    0:57.133    14626     N    0    1    0
    0:57.691    14769     N    0    1    0
    0:58.230    14907     N    0    1    0
    0:58.773    15046     N    0    1    0
    0:59.316    15185     N    0    1    0
    0:59.852    15322     N    0    1    0
    1:00.387    15459     N    0    1    0
    1:00.918    15595     N    0    1    0
    1:01.469    15736     N    0    1    0
    1:02.004    15873     N    0    1    0
    1:02.539    16010     N    0    1    0
    1:03.094    16152     N    0    1    0
    1:03.637    16291     N    0    1    0
    1:04.199    16435     N    0    1    0
    1:04.742    16574     N    0    1    0
    1:05.297    16716     N    0    1    0
    1:05.871    16863     N    0    1    0
    1:06.430    17006     N    0    1    0
    1:06.980    17147     N    0    1    0
    1:07.543    17291     N    0    1    0
    1:08.102    17434     N    0    1    0
    1:08.656    17576     N    0    1    0
    1:09.223    17721     N    0    1    0
    1:09.789    17866     N    0    1    0
    1:10.336    18006     N    0    1    0
    1:10.891    18148     N    0    1    0
    1:11.453    18292     N    0    1    0
    1:12.000    18432     N    0    1    0
    1:12.551    18573     N    0    1    0
    1:13.098    18713     N    0    1    0
    1:13.645    18853     N    0    1    0
    1:14.184    18991     N    0    1    0
    1:14.734    19132     N    0    1    0
    1:15.285    19273     N    0    1    0
    1:15.832    19413     N    0    1    0
    1:16.363    19549     N    0    1    0
    1:16.906    19688     N    0    1    0
    1:17.449    19827     N    0    1    0
    1:17.984    19964     N    0    1    0
    1:18.523    20102     N    0    1    0
    1:19.066    20241     N    0    1    0
    1:19.609    20380     N    0    1    0
    1:20.148    20518     N    0    1    0
    1:20.684    20655     N    0    1    0
    1:21.227    20794     N    0    1    0
    1:21.773    20934     N    0    1    0
    1:22.316    21073     N    0    1    0
    1:22.848    21209     N    0    1    0
    1:23.383    21346     N    0    1    0
    1:23.934    21487     N    0    1    0
