      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:00.293       75     N    0    1    0
    0:00.797      204     N    0    1    0
    0:01.293      331     N    0    1    0
    0:01.785      457     N    0    1    0
    0:02.273      582     N    0    1    0
    0:02.766      708     N    0    1    0
    0:03.262      835     N    0    1    0
    0:03.754      961     N    0    1    0
    0:04.242     1086     N    0    1    0
    0:04.727     1210     N    0    1    0
    0:05.207     1333     N    0    1    0
    0:05.684     1455     N    0    1    0
    0:06.164     1578     N    0    1    0
    0:06.664     1706     N    0    1    0
    0:07.145     1829     N    0    1    0
    0:07.645     1957     N    0    1    0
    0:08.141     2084     N    0    1    0
    0:08.625     2208     N    0    1    0
    0:09.125     2336     N    0    1    0
    0:09.613     2461     N    0    1    0
    0:10.098     2585     N    0    1    0
    0:10.574     2707     N    0    1    0
    0:11.047     2828     N    0    1    0
    0:11.531     2952     N    0    1    0
    0:12.020     3077     N    0    1    0
    0:12.520     3205     N    0    1    0
    0:13.027     3335     N    0    1    0
    0:13.551     3469     N    0    1    0
    0:14.051     3597     N    0    1    0
    0:14.547     3724     N    0    1    0
    0:15.043     3851     N    0    1    0
    0:15.531     3976     N    0    1    0
    0:15.980     4091     N    0    1    0
    0:16.484     4220     N    0    1    0
    0:16.961     4342     N    0    1    0
    0:17.430     4462     N    0    1    0
    0:17.906     4584     N    0    1    0
    0:18.379     4705     N    0    1    0
    0:18.863     4829     N    0    1    0
    0:19.336     4950     N    0    1    0
    0:19.820     5074     N    0    1    0
    0:20.305     5198     N    0    1    0
    0:20.797     5324     N    0    1    0
    0:21.273     5446     N    0    1    0
    0:21.793     5579     N    0    1    0
    0:22.301     5709     N    0    1    0
    0:22.801     5837     N    0    1    0
    0:23.309     5967     N    0    1    0
    0:23.813     6096     N    0    1    0
    0:24.336     6230     N    0    1    0
    0:24.824     6355     N    0    1    0
    0:25.340     6487     N    0    1    0
    0:25.848     6617     N    0    1    0
    0:26.344     6744     N    0    1    0
    0:26.867     6878     N    0    1    0
    0:27.359     7004     N    0    1    0
    0:27.852     7130     N    0    1    0
    0:28.332     7253     N    0    1    0
    0:28.801     7373     N    0    1    0
    0:29.281     7496     N    0    1    0
    0:29.754     7617     N    0    1    0
    0:30.234     7740     N    0    1    0
    0:30.711     7862     N    0    1    0
    0:31.176     7981     N    0    1    0
    0:31.664     8106     N    0    1    0
    0:32.152     8231     N    0    1    0
    0:32.609     8348     N    0    1    0
    0:33.113     8477     N    0    1    0
    0:33.566     8593     N    0    1    0
    0:34.035     8713     N    0    1    0
    0:34.508     8834     N    0    1    0
    0:34.965     8951     N    0    1    0
    0:35.445     9074     N    0    1    0
    0:35.922     9196     N    0    1    0
    0:36.410     9321     N    0    1    0
    0:36.887     9443     N    0    1    0
    0:37.352     9562     N    0    1    0
    0:37.840     9687     N    0    1    0
    0:38.332     9813     N    0    1    0
    0:38.836     9942     N    0    1    0
    0:39.328    10068     N    0    1    0
    0:39.832    10197     N    0    1    0
    0:40.309    10319     N    0    1    0
    0:40.801    10445     N    0    1    0
    0:41.320    10578     N    0    1    0
    0:41.820    10706     N    0    1    0
    0:42.320    10834     N    0    1    0
    0:42.809    10959     N    0    1    0
    0:43.316    11089     N    0    1    0
    0:43.836    11222     N    0    1    0
    0:44.367    11358     N    0    1    0
    0:44.883    11490     N    0    1    0
    0:45.379    11617     N    0    1    0
    0:45.859    11740     N    0    1    0
    0:46.336    11862     N    0    1    0
    0:46.797    11980     N    0    1    0
    0:47.273    12102     N    0    1    0
    0:47.773    12230     N    0    1    0
    0:48.258    12354     N    0    1    0
    0:48.750    12480     N    0    1    0
    0:49.230    12603     N    0    1    0
    0:49.707    12725     N    0    1    0
    0:50.164    12842     N    0    1    0
    0:50.652    12967     N    0    1    0
    0:51.129    13089     N    0    1    0
    0:51.590    13207     N    0    1    0
    0:52.051    13325     N    0    1    0
    0:52.512    13443     N    0    1    0
    0:52.965    13559     N    0    1    0
    0:53.441    13681     N    0    1    0
    0:53.906    13800     N    0    1    0
    0:54.395    13925     N    0    1    0
    0:54.867    14046     N    0    1    0
    0:55.324    14163     N    0    1    0
    0:55.816    14289     N    0    1    0
    0:56.285    14409     N    0    1    0
    0:56.801    14541     N    0    1    0
    0:57.293    14667     N    0    1    0
    0:57.773    14790     N    0    1    0
    0:58.270    14917     N    0    1    0
    0:58.762    15043     N    0    1    0
    0:59.254    15169     N    0    1    0
    0:59.750    15296     N    0    1    0
    1:00.234    15420     N    0    1    0
    1:00.695    15538     N    0    1    0
    1:01.199    15667     N    0    1    0
    1:01.672    15788     N    0    1    0
    1:02.137    15907     N    0    1    0
    1:02.613    16029     N    0    1    0
    1:03.094    16152     N    0    1    0
    1:03.543    16267     N    0    1    0
    1:04.047    16396     N    0    1    0
    1:04.523    16518     N    0    1    0
    1:04.988    16637     N    0    1    0
    1:05.465    16759     N    0    1    0
    1:05.945    16882     N    0    1    0
    1:06.426    17005     N    0    1    0
    1:06.891    17124     N    0    1    0
    1:07.363    17245     N    0    1    0
    1:07.844    17368     N    0    1    0
    1:08.324    17491     N    0    1    0
    1:08.813    17616     N    0    1    0
    1:09.293    17739     N    0    1    0
    1:09.770    17861     N    0    1    0
    1:10.246    17983     N    0    1    0
