      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:00.129       33     N    0    1    0
    0:00.727      186     N    0    1    0
    0:01.328      340     N    0    1    0
    0:01.941      497     N    0    1    0
    0:02.559      655     N    0    1    0
    0:03.160      809     N    0    1    0
    0:03.773      966     N    0    1    0
    0:04.398     1126     N    0    1    0
    0:05.016     1284     N    0    1    0
    0:05.605     1435     N    0    1    0
    0:06.191     1585     N    0    1    0
    0:06.777     1735     N    0    1    0
    0:07.348     1881     N    0    1    0
    0:07.902     2023     N    0    1    0
    0:08.484     2172     N    0    1    0
    0:09.047     2316     N    0    1    0
    0:09.625     2464     N    0    1    0
    0:10.184     2607     N    0    1    0
    0:10.766     2756     N    0    1    0
    0:11.367     2910     N    0    1    0
    0:12.109     3100     N    0    1    0
    0:13.137     3363     N    0    1    0
    0:13.742     3518     N    0    1    0
    0:14.359     3676     N    0    1    0
    0:14.938     3824     N    0    1    0
    0:15.551     3981     N    0    1    0
    0:16.148     4134     N    0    1    0
    0:16.762     4291     N    0    1    0
    0:17.352     4442     N    0    1    0
    0:17.906     4584     N    0    1    0
    0:18.480     4731     N    0    1    0
    0:19.051     4877     N    0    1    0
    0:19.602     5018     N    0    1    0
    0:20.188     5168     N    0    1    0
    0:20.734     5308     N    0    1    0
    0:21.309     5455     N    0    1    0
    0:21.879     5601     N    0    1    0
    0:22.449     5747     N    0    1    0
    0:23.016     5892     N    0    1    0
    0:23.582     6037     N    0    1    0
    0:24.164     6186     N    0    1    0
    0:24.723     6329     N    0    1    0
    0:25.293     6475     N    0    1    0
    0:25.875     6624     N    0    1    0
    0:26.336     6742     N    0    1    0
    0:27.051     6925     N    0    1    0
    0:27.637     7075     N    0    1    0
    0:28.230     7227     N    0    1    0
    0:28.785     7369     N    0    1    0
    0:29.355     7515     N    0    1    0
    0:29.926     7661     N    0    1    0
    0:30.480     7803     N    0    1    0
    0:31.027     7943     N    0    1    0
    0:31.590     8087     N    0    1    0
    0:32.141     8228     N    0    1    0
    0:32.695     8370     N    0    1    0
    0:33.242     8510     N    0    1    0
    0:33.789     8650     N    0    1    0
    0:34.316     8785     N    0    1    0
    0:34.895     8933     N    0    1    0
    0:35.449     9075     N    0    1    0
    0:36.023     9222     N    0    1    0
    0:36.594     9368     N    0    1    0
    0:37.184     9519     N    0    1    0
    0:37.758     9666     N    0    1    0
    0:38.320     9810     N    0    1    0
    0:38.887     9955     N    0    1    0
    0:39.453    10100     N    0    1    0
    0:39.996    10239     N    0    1    0
    0:40.563    10384     N    0    1    0
    0:41.125    10528     N    0    1    0
    0:41.680    10670     N    0    1    0
    0:42.234    10812     N    0    1    0
    0:42.781    10952     N    0    1    0
    0:43.340    11095     N    0    1    0
    0:43.902    11239     N    0    1    0
    0:44.461    11382     N    0    1    0
    0:45.043    11531     N    0    1    0
    0:45.605    11675     N    0    1    0
    0:46.176    11821     N    0    1    0
    0:46.727    11962     N    0    1    0
    0:47.297    12108     N    0    1    0
    0:47.867    12254     N    0    1    0
    0:48.445    12402     N    0    1    0
    0:49.000    12544     N    0    1    0
    0:49.566    12689     N    0    1    0
    0:50.148    12838     N    0    1    0
    0:50.723    12985     N    0    1    0
    0:51.285    13129     N    0    1    0
    0:51.848    13273     N    0    1    0
    0:52.406    13416     N    0    1    0
    0:52.961    13558     N    0    1    0
    0:53.520    13701     N    0    1    0
    0:54.063    13840     N    0    1    0
    0:54.633    13986     N    0    1    0
    0:55.203    14132     N    0    1    0
    0:55.777    14279     N    0    1    0
    0:56.336    14422     N    0    1    0
    0:56.891    14564     N    0    1    0
    0:57.445    14706     N    0    1    0
    0:58.008    14850     N    0    1    0
    0:58.586    14998     N    0    1    0
    0:59.141    15140     N    0    1    0
    0:59.703    15284     N    0    1    0
    1:00.258    15426     N    0    1    0
    1:00.820    15570     N    0    1    0
    1:01.371    15711     N    0    1    0
    1:01.938    15856     N    0    1    0
    1:02.469    15992     N    0    1    0
    1:03.023    16134     N    0    1    0
    1:03.594    16280     N    0    1    0
    1:04.129    16417     N    0    1    0
    1:04.664    16554     N    0    1    0
    1:05.219    16696     N    0    1    0
    1:05.758    16834     N    0    1    0
    1:06.313    16976     N    0    1    0
    1:06.871    17119     N    0    1    0
    1:07.410    17257     N    0    1    0
    1:07.984    17404     N    0    1    0
    1:08.559    17551     N    0    1    0
    1:09.109    17692     N    0    1    0
    1:09.680    17838     N    0    1    0
    1:10.254    17985     N    0    1    0
    1:10.824    18131     N    0    1    0
    1:11.383    18274     N    0    1    0
    1:11.953    18420     N    0    1    0
    1:12.535    18569     N    0    1    0
    1:13.098    18713     N    0    1    0
    1:13.641    18852     N    0    1    0
    1:14.195    18994     N    0    1    0
    1:14.766    19140     N    0    1    0
    1:15.313    19280     N    0    1    0
    1:15.875    19424     N    0    1    0
    1:16.430    19566     N    0    1    0
    1:16.957    19701     N    0    1    0
    1:17.512    19843     N    0    1    0
    1:18.047    19980     N    0    1    0
    1:18.594    20120     N    0    1    0
    1:19.148    20262     N    0    1    0
    1:19.699    20403     N    0    1    0
    1:20.258    20546     N    0    1    0
    1:20.813    20688     N    0    1    0
    1:21.371    20831     N    0    1    0
    1:21.926    20973     N    0    1    0
    1:22.492    21118     N    0    1    0
