      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:00.031        8     N    0    1    0
    0:01.051      269     N    0    1    0
    0:02.027      519     N    0    1    0
    0:02.996      767     N    0    1    0
    0:03.984     1020     N    0    1    0
    0:05.078     1300     N    0    1    0
    0:06.199     1587     N    0    1    0
    0:07.238     1853     N    0    1    0
    0:08.227     2106     N    0    1    0
    0:09.262     2371     N    0    1    0
    0:10.273     2630     N    0    1    0
    0:11.199     2867     N    0    1    0
    0:12.133     3106     N    0    1    0
    0:13.188     3376     N    0    1    0
    0:14.383     3682     N    0    1    0
    0:15.402     3943     N    0    1    0
    0:16.398     4198     N    0    1    0
    0:17.387     4451     N    0    1    0
    0:18.434     4719     N    0    1    0
    0:19.426     4973     N    0    1    0
    0:20.477     5242     N    0    1    0
    0:21.480     5499     N    0    1    0
    0:22.473     5753     N    0    1    0
    0:23.457     6005     N    0    1    0
    0:24.672     6316     N    0    1    0
    0:25.859     6620     N    0    1    0
    0:27.008     6914     N    0    1    0
    0:28.004     7169     N    0    1    0
    0:29.086     7446     N    0    1    0
    0:30.129     7713     N    0    1    0
    0:31.270     8005     N    0    1    0
    0:32.309     8271     N    0    1    0
    0:33.375     8544     N    0    1    0
    0:34.387     8803     N    0    1    0
    0:35.371     9055     N    0    1    0
    0:36.352     9306     N    0    1    0
    0:37.469     9592     N    0    1    0
    0:38.469     9848     N    0    1    0
    0:39.520    10117     N    0    1    0
    0:40.508    10370     N    0    1    0
    0:41.563    10640     N    0    1    0
    0:42.738    10941     N    0    1    0
    0:43.801    11213     N    0    1    0
    0:44.957    11509     N    0    1    0
    0:46.129    11809     N    0    1    0
    0:47.297    12108     N    0    1    0
    0:48.453    12404     N    0    1    0
    0:49.625    12704     N    0    1    0
    0:50.840    13015     N    0    1    0
    0:52.027    13319     N    0    1    0
    0:53.238    13629     N    0    1    0
    0:54.316    13905     N    0    1    0
    0:55.438    14192     N    0    1    0
    0:56.484    14460     N    0    1    0
    0:57.508    14722     N    0    1    0
    0:58.500    14976     N    0    1    0
    0:59.531    15240     N    0    1    0
    1:00.656    15528     N    0    1    0
    1:01.723    15801     N    0    1    0
    1:02.887    16099     N    0    1    0
    1:03.984    16380     N    0    1    0
    1:05.090    16663     N    0    1    0
    1:06.160    16937     N    0    1    0
    1:07.152    17191     N    0    1    0
    1:08.188    17456     N    0    1    0
    1:09.328    17748     N    0    1    0
    1:10.488    18045     N    0    1    0
    1:11.633    18338     N    0    1    0
    1:12.680    18606     N    0    1    0
    1:13.734    18876     N    0    1    0
    1:14.789    19146     N    0    1    0
    1:15.848    19417     N    0    1    0
    1:16.945    19698     N    0    1    0
    1:17.996    19967     N    0    1    0
    1:19.090    20247     N    0    1    0
    1:20.184    20527     N    0    1    0
    1:21.277    20807     N    0    1    0
    1:22.445    21106     N    0    1    0
    1:23.520    21381     N    0    1    0
    1:24.641    21668     N    0    1    0
    1:25.668    21931     N    0    1    0
    1:26.738    22205     N    0    1    0
    1:27.871    22495     N    0    1    0
    1:28.977    22778     N    0    1    0
    1:30.145    23077     N    0    1    0
    1:31.180    23342     N    0    1    0
    1:32.281    23624     N    0    1    0
    1:33.352    23898     N    0    1    0
    1:34.488    24189     N    0    1    0
    1:35.625    24480     N    0    1    0
    1:36.723    24761     N    0    1    0
    1:37.785    25033     N    0    1    0
    1:38.816    25297     N    0    1    0
    1:39.801    25549     N    0    1    0
    1:40.848    25817     N    0    1    0
    1:41.844    26072     N    0    1    0
    1:42.855    26331     N    0    1    0
    1:43.957    26613     N    0    1    0
    1:45.141    26916     N    0    1    0
    1:45.988    27133     N    0    1    0
    1:47.309    27471     N    0    1    0
    1:48.293    27723     N    0    1    0
    1:49.305    27982     N    0    1    0
    1:50.316    28241     N    0    1    0
    1:51.645    28581     N    0    1    0
    1:52.824    28883     N    0    1    0
    1:53.961    29174     N    0    1    0
    1:55.020    29445     N    0    1    0
    1:56.051    29709     N    0    1    0
    1:57.082    29973     N    0    1    0
    1:58.047    30220     N    0    1    0
    1:59.113    30493     N    0    1    0
    2:00.172    30764     N    0    1    0
    2:01.285    31049     N    0    1    0
    2:02.457    31349     N    0    1    0
    2:03.504    31617     N    0    1    0
    2:04.582    31893     N    0    1    0
    2:05.559    32143     N    0    1    0
    2:06.582    32405     N    0    1    0
    2:07.613    32669     N    0    1    0
    2:08.633    32930     N    0    1    0
    2:09.934    33263     N    0    1    0
    2:11.078    33556     N    0    1    0
    2:12.246    33855     N    0    1    0
    2:13.289    34122     N    0    1    0
    2:14.285    34377     N    0    1    0
    2:15.363    34653     N    0    1    0
    2:16.422    34924     N    0    1    0
    2:17.770    35269     N    0    1    0
    2:18.930    35566     N    0    1    0
    2:20.086    35862     N    0    1    0
    2:21.137    36131     N    0    1    0
    2:21.676    36269     N    0    1    0
    2:22.176    36397     N    0    1    0
    2:23.066    36625     N    0    1    0
    2:24.188    36912     N    0    1    0
    2:25.500    37248     N    0    1    0
    2:26.625    37536     N    0    1    0
    2:27.539    37770     N    0    1    0
    2:28.453    38004     N    0    1    0
    2:29.410    38249     N    0    1    0
    2:30.734    38588     N    0    1    0
    2:31.930    38894     N    0    1    0
    2:33.070    39186     N    0    1    0
    2:34.172    39468     N    0    1    0
