      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:00.508      130     N    0    1    0
    0:01.059      271     N    0    1    0
    0:01.590      407     N    0    1    0
    0:02.105      539     N    0    1    0
    0:02.664      682     N    0    1    0
    0:03.176      813     N    0    1    0
    0:03.703      948     N    0    1    0
    0:04.254     1089     N    0    1    0
    0:04.785     1225     N    0    1    0
    0:05.313     1360     N    0    1    0
    0:05.824     1491     N    0    1    0
    0:06.348     1625     N    0    1    0
    0:06.879     1761     N    0    1    0
    0:07.391     1892     N    0    1    0
    0:07.922     2028     N    0    1    0
    0:08.395     2149     N    0    1    0
    0:08.906     2280     N    0    1    0
    0:09.430     2414     N    0    1    0
    0:09.941     2545     N    0    1    0
    0:10.438     2672     N    0    1    0
    0:10.969     2808     N    0    1    0
    0:11.496     2943     N    0    1    0
    0:12.055     3086     N    0    1    0
    0:12.563     3216     N    0    1    0
    0:13.066     3345     N    0    1    0
    0:13.563     3472     N    0    1    0
    0:14.051     3597     N    0    1    0
    0:14.656     3752     N    0    1    0
    0:15.074     3859     N    0    1    0
    0:15.586     3990     N    0    1    0
    0:16.051     4109     N    0    1    0
    0:16.547     4236     N    0    1    0
    0:17.023     4358     N    0    1    0
    0:17.516     4484     N    0    1    0
    0:18.027     4615     N    0    1    0
    0:18.527     4743     N    0    1    0
    0:19.016     4868     N    0    1    0
    0:19.523     4998     N    0    1    0
    0:20.055     5134     N    0    1    0
    0:20.543     5259     N    0    1    0
    0:21.035     5385     N    0    1    0
    0:21.555     5518     N    0    1    0
    0:22.023     5638     N    0    1    0
    0:22.520     5765     N    0    1    0
    0:22.992     5886     N    0    1    0
    0:23.504     6017     N    0    1    0
    0:24.000     6144     N    0    1    0
    0:24.527     6279     N    0    1    0
    0:25.047     6412     N    0    1    0
    0:25.582     6549     N    0    1    0
    0:26.109     6684     N    0    1    0
    0:26.621     6815     N    0    1    0
    0:27.137     6947     N    0    1    0
    0:27.656     7080     N    0    1    0
    0:28.176     7213     N    0    1    0
    0:28.668     7339     N    0    1    0
    0:29.188     7472     N    0    1    0
    0:29.688     7600     N    0    1    0
    0:30.219     7736     N    0    1    0
    0:30.730     7867     N    0    1    0
    0:31.207     7989     N    0    1    0
    0:31.730     8123     N    0    1    0
    0:32.246     8255     N    0    1    0
    0:32.707     8373     N    0    1    0
    0:33.207     8501     N    0    1    0
    0:33.742     8638     N    0    1    0
    0:34.184     8751     N    0    1    0
    0:34.719     8888     N    0    1    0
    0:35.113     8989     N    0    1    0
    0:35.621     9119     N    0    1    0
    0:36.113     9245     N    0    1    0
    0:36.648     9382     N    0    1    0
    0:37.137     9507     N    0    1    0
    0:37.668     9643     N    0    1    0
    0:38.145     9765     N    0    1    0
    0:38.699     9907     N    0    1    0
    0:39.168    10027     N    0    1    0
    0:39.684    10159     N    0    1    0
    0:40.152    10279     N    0    1    0
    0:40.637    10403     N    0    1    0
    0:41.152    10535     N    0    1    0
    0:41.684    10671     N    0    1    0
    0:42.156    10792     N    0    1    0
    0:42.641    10916     N    0    1    0
    0:43.184    11055     N    0    1    0
    0:43.723    11193     N    0    1    0
    0:44.176    11309     N    0    1    0
    0:44.719    11448     N    0    1    0
    0:45.273    11590     N    0    1    0
    0:45.813    11728     N    0    1    0
    0:46.340    11863     N    0    1    0
    0:46.910    12009     N    0    1    0
    0:47.445    12146     N    0    1    0
    0:47.957    12277     N    0    1    0
    0:48.434    12399     N    0    1    0
    0:48.914    12522     N    0    1    0
    0:49.379    12641     N    0    1    0
    0:49.891    12772     N    0    1    0
    0:50.371    12895     N    0    1    0
    0:50.883    13026     N    0    1    0
    0:51.438    13168     N    0    1    0
    0:51.883    13282     N    0    1    0
    0:52.371    13407     N    0    1    0
    0:52.871    13535     N    0    1    0
    0:53.355    13659     N    0    1    0
    0:53.836    13782     N    0    1    0
    0:54.340    13911     N    0    1    0
    0:54.801    14029     N    0    1    0
    0:55.336    14166     N    0    1    0
    0:55.805    14286     N    0    1    0
    0:56.289    14410     N    0    1    0
    0:56.789    14538     N    0    1    0
    0:57.293    14667     N    0    1    0
    0:57.773    14790     N    0    1    0
    0:58.234    14908     N    0    1    0
    0:58.730    15035     N    0    1    0
    0:59.188    15152     N    0    1    0
    0:59.680    15278     N    0    1    0
    1:00.156    15400     N    0    1    0
    1:00.633    15522     N    0    1    0
    1:01.113    15645     N    0    1    0
    1:01.590    15767     N    0    1    0
    1:02.063    15888     N    0    1    0
    1:02.551    16013     N    0    1    0
    1:03.039    16138     N    0    1    0
    1:03.523    16262     N    0    1    0
    1:04.043    16395     N    0    1    0
    1:04.563    16528     N    0    1    0
    1:05.063    16656     N    0    1    0
    1:05.547    16780     N    0    1    0
    1:06.059    16911     N    0    1    0
    1:06.547    17036     N    0    1    0
    1:07.035    17161     N    0    1    0
    1:07.535    17289     N    0    1    0
    1:08.016    17412     N    0    1    0
    1:08.523    17542     N    0    1    0
    1:08.992    17662     N    0    1    0
    1:09.484    17788     N    0    1    0
    1:09.965    17911     N    0    1    0
    1:10.434    18031     N    0    1    0
    1:10.926    18157     N    0    1    0
    1:11.387    18275     N    0    1    0
    1:11.859    18396     N    0    1    0
    1:12.344    18520     N    0    1    0
    1:12.820    18642     N    0    1    0
