      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     "    0    0    0	## time resolution: 256
    0:00.000        0          0    0    0
    0:06.063     1552     N    0    1    0
    0:06.637     1699     N    0    1    0
    0:07.230     1851     N    0    1    0
    0:07.824     2003     N    0    1    0
    0:08.441     2161     N    0    1    0
    0:09.059     2319     N    0    1    0
    0:09.707     2485     N    0    1    0
    0:10.367     2654     N    0    1    0
    0:11.035     2825     N    0    1    0
    0:11.703     2996     N    0    1    0
    0:12.367     3166     N    0    1    0
    0:13.035     3337     N    0    1    0
    0:13.703     3508     N    0    1    0
    0:14.352     3674     N    0    1    0
    0:15.000     3840     N    0    1    0
    0:15.645     4005     N    0    1    0
    0:16.262     4163     N    0    1    0
    0:16.871     4319     N    0    1    0
    0:17.484     4476     N    0    1    0
    0:18.074     4627     N    0    1    0
    0:18.684     4783     N    0    1    0
    0:19.301     4941     N    0    1    0
    0:19.914     5098     N    0    1    0
    0:20.543     5259     N    0    1    0
    0:21.184     5423     N    0    1    0
    0:21.863     5597     N    0    1    0
    0:22.512     5763     N    0    1    0
    0:23.180     5934     N    0    1    0
    0:23.836     6102     N    0    1    0
    0:24.469     6264     N    0    1    0
    0:25.094     6424     N    0    1    0
    0:25.723     6585     N    0    1    0
    0:26.328     6740     N    0    1    0
    0:26.941     6897     N    0    1    0
    0:27.563     7056     N    0    1    0
    0:28.168     7211     N    0    1    0
    0:28.773     7366     N    0    1    0
    0:29.371     7519     N    0    1    0
    0:29.977     7674     N    0    1    0
    0:30.672     7852     N    0    1    0
    0:31.402     8039     N    0    1    0
    0:31.809     8143     N    0    1    0
    0:32.430     8302     N    0    1    0
    0:33.059     8463     N    0    1    0
    0:33.684     8623     N    0    1    0
    0:34.305     8782     N    0    1    0
    0:34.914     8938     N    0    1    0
    0:35.520     9093     N    0    1    0
    0:36.117     9246     N    0    1    0
    0:36.707     9397     N    0    1    0
    0:37.289     9546     N    0    1    0
    0:37.891     9700     N    0    1    0
    0:38.488     9853     N    0    1    0
    0:39.113    10013     N    0    1    0
    0:39.715    10167     N    0    1    0
    0:40.336    10326     N    0    1    0
    0:40.965    10487     N    0    1    0
    0:41.578    10644     N    0    1    0
    0:42.199    10803     N    0    1    0
    0:42.820    10962     N    0    1    0
    0:43.445    11122     N    0    1    0
    0:44.051    11277     N    0    1    0
    0:44.660    11433     N    0    1    0
    0:45.270    11589     N    0    1    0
    0:45.852    11738     N    0    1    0
    0:46.582    11925     N    0    1    0
    0:47.031    12040     N    0    1    0
    0:47.621    12191     N    0    1    0
    0:48.223    12345     N    0    1    0
    0:48.848    12505     N    0    1    0
    0:49.488    12669     N    0    1    0
    0:50.113    12829     N    0    1    0
    0:50.758    12994     N    0    1    0
    0:51.402    13159     N    0    1    0
    0:52.027    13319     N    0    1    0
    0:52.660    13481     N    0    1    0
    0:53.293    13643     N    0    1    0
    0:53.910    13801     N    0    1    0
    0:54.535    13961     N    0    1    0
    0:55.152    14119     N    0    1    0
    0:55.773    14278     N    0    1    0
    0:56.371    14431     N    0    1    0
    0:56.957    14581     N    0    1    0
    0:57.527    14727     N    0    1    0
    0:58.086    14870     N    0    1    0
    0:58.637    15011     N    0    1    0
    0:59.195    15154     N    0    1    0
    0:59.758    15298     N    0    1    0
    1:00.336    15446     N    0    1    0
    1:00.906    15592     N    0    1    0
    1:01.500    15744     N    0    1    0
    1:02.105    15899     N    0    1    0
    1:02.711    16054     N    0    1    0
    1:03.340    16215     N    0    1    0
    1:03.961    16374     N    0    1    0
    1:04.582    16533     N    0    1    0
    1:05.195    16690     N    0    1    0
    1:05.813    16848     N    0    1    0
    1:06.418    17003     N    0    1    0
    1:07.004    17153     N    0    1    0
    1:07.613    17309     N    0    1    0
    1:08.223    17465     N    0    1    0
    1:08.816    17617     N    0    1    0
    1:09.414    17770     N    0    1    0
    1:10.023    17926     N    0    1    0
    1:10.629    18081     N    0    1    0
    1:11.242    18238     N    0    1    0
    1:11.867    18398     N    0    1    0
    1:12.488    18557     N    0    1    0
    1:13.113    18717     N    0    1    0
    1:13.730    18875     N    0    1    0
    1:14.363    19037     N    0    1    0
    1:14.973    19193     N    0    1    0
    1:15.590    19351     N    0    1    0
    1:16.215    19511     N    0    1    0
    1:16.820    19666     N    0    1    0
    1:17.410    19817     N    0    1    0
    1:18.008    19970     N    0    1    0
    1:18.613    20125     N    0    1    0
    1:19.199    20275     N    0    1    0
    1:19.805    20430     N    0    1    0
    1:20.406    20584     N    0    1    0
    1:21.023    20742     N    0    1    0
    1:21.648    20902     N    0    1    0
    1:22.285    21065     N    0    1    0
    1:22.930    21230     N    0    1    0
    1:23.555    21390     N    0    1    0
    1:24.195    21554     N    0    1    0
    1:24.836    21718     N    0    1    0
    1:25.461    21878     N    0    1    0
    1:26.098    22041     N    0    1    0
    1:26.742    22206     N    0    1    0
    1:27.379    22369     N    0    1    0
    1:28.008    22530     N    0    1    0
    1:28.652    22695     N    0    1    0
    1:29.289    22858     N    0    1    0
    1:29.938    23024     N    0    1    0
    1:30.578    23188     N    0    1    0
    1:31.223    23353     N    0    1    0
    1:31.863    23517     N    0    1    0
    1:32.488    23677     N    0    1    0
    1:33.102    23834     N    0    1    0
    1:33.727    23994     N    0    1    0
    1:34.348    24153     N    0    1    0
    1:34.949    24307     N    0    1    0
